review,sentiments,word_count,tokens_count,clean_review
"Oh yeah, and the storyline was pathetic too.  ",0,8,10,oh yeah storyline pathetic
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,0,38,40,hate writing bad reviews films especially really like star film bad believe one second anyone could proud
I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0,31,33,filmmaker director would hide head sand spent whatever amount money time movie
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0,23,24,short monumental waste time energy would recommend anyone ever see film
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0,24,25,came free dvd player bought still turned thing halfway embarrassed howell
1/10 - and only because there is no setting for 0/10.  ,0,11,12,setting
"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  ",1,33,42,interesting premise billy drago always good dangerous nut bag side note love see drago stephen mchattie lance hendrikson flick together talk raging cheekbones
"The soundtrack wasn't terrible, either.  ",1,5,8,soundtrack terrible either
"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",0,30,41,acting even professionals drago debbie rochon terrible directing worse perhaps contributory former dialog chimp like camera work barely tolerable
"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1,14,20,still sets got big oy vey scale
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0,36,40,yes simplifying things sake brevity really core problems film much going without real fulfilling explanation
Both do good jobs and are quite amusing.  ,1,8,9,good jobs quite amusing
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",0,20,24,convoluted plot convince much film watched weird questioning glance
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0,16,18,let girlfriend talk seeing bad idea hated
The last 15 minutes of movie are also not bad as well.  ,1,12,13,last minutes movie also bad well
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0,8,10,bela lugosi totally extraneous intoning odd lines
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0,14,16,acting decidely wooden though worse period universal b movie
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1,21,26,like armand assante cable company summary sounded interesting watched twice already probably
I believe the screenwriter did a good job of tying up the loose ends.  ,1,14,15,believe screenwriter good job tying loose ends
My 8/10 score is mostly for the plot.  ,1,8,9,score mostly plot
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1,26,32,say like spoilers want one believe film worth time
"Wow, what a bad film.  ",0,5,7,wow bad film
"Not frightening in the least, and barely comprehensible.  ",0,8,10,frightening least barely comprehensible
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0,13,16,plot hang together acting absolutely appalling
Not even good for camp value!  ,0,6,7,even good camp value
"I wasn't expecting Oscar material, but this?  ",0,7,10,expecting oscar material
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0,16,18,iq particularly stupid mollusk see one coming
This film (and I use that word loosely) is an insult to the movie-going public.  ,0,15,18,film use word loosely insult movie going public
If only someone involved with it knew how to string together narrative!  ,0,12,13,someone involved knew string together narrative
"This gets a 1 out of 10, simply because there's nothing lower.  ",0,12,15,gets simply nothing lower
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0,20,23,one watched recently fox movie channel disappointed
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0,22,24,know contract player little control scripts acting bad script
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0,11,13,victor mclaglen even bad brian donlevy almost unrecognizable
"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0,24,26,considering relations screen taylor stanwyck surprising little chemistry screen two
But the premise of the film was so ridiculous: that the President of the U.S.  ,0,15,17,premise film ridiculous president u
The death row scenes were entirely unmoving.  ,0,7,8,death row scenes entirely unmoving
The only thing worse than Taylor's acting was Stanwyck's singing.  ,0,10,13,thing worse taylor acting stanwyck singing
"Whatever the producer was going for, he missed entirely.  ",0,9,11,whatever producer going missed entirely
I was deeply impressed with the character he played.  ,1,9,10,deeply impressed character played
I knew when I saw the film that more great things were to come from this gifted actor.  ,1,18,19,knew saw film great things come gifted actor
"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0,45,49,cheap cheerless heist movie poor characterisation lots underbite style stoic emoting think chow yun fat better tomorrow cheesy clichés thrown abandoned factory ready poorly executed flying judo rolls la john woo
Even the squibs look awful.  ,0,5,6,even squibs look awful
At no point in the proceedings does it look remotely like America.  ,0,12,13,point proceedings look remotely like america
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0,19,22,plot derivative predictable ending like mercy killing
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0,20,21,awful dialogue hopeless overacting everyone gets shot top real waste space time
"I was very uneasy with how bad this movie was, but not scared at all.  ",0,15,17,uneasy bad movie scared
The dialogue is composed of things that make little sense.  ,0,10,11,dialogue composed things make little sense
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0,43,46,minutes footage wasted show mediocre elderly actors awkwardly babbling overwrought pseudo satanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made words
The directing is sloppy at best.  ,0,6,7,directing sloppy best
"Hackneyed writing, certainly, but made even worse by the bad directing.  ",0,11,14,hackneyed writing certainly made even worse bad directing
"Of course, the acting is blah.  ",0,6,8,course acting blah
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0,19,20,acting whole cast could put scale balanced perfectly overacting underacting
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0,25,30,finally get ending would great handled competent people jerry falwell
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,34,37,loved movie great portrayal family share ups end knew special love
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,24,27,seen many movies starring jaclyn smith god one best though came years ago
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,27,30,movie contained star cast loved opened eyes see actors seen
"This movie was kind of long in length, but I enjoyed every minute of it.  ",1,15,17,movie kind long length enjoyed every minute
Overall I rate this movie a 10 out of a 1-10 scale.  ,1,12,13,overall rate movie scale
"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,22,24,lifetime air enough anyone knows store sells let know must
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,24,26,particularly remember senses assaulted strident cords music would blare little warning even less meaning
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0,21,22,sort pap screened afternoon punish unemployed jobs
"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,24,28,totally different loads understatement black comedy film get see remember
"This movie creates its own universe, and is fascinating in every way.  ",1,12,14,movie creates universe fascinating every way
But this movie really got to me.  ,1,7,8,movie really got
See it.  ,1,2,3,see
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,26,29,really hope team behind movie makes movies continue kinda weird style
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,33,39,forgot casting superb trond fausa aurvåg perfect role bothersome man understand
This movie is a good and humorous comment on life in 2006.  ,1,12,13,movie good humorous comment life
"I found this move beautiful, enjoyable, and uplifting.  ",1,8,11,found move beautiful enjoyable uplifting
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,15,18,initially local sites film filmed buffalo intrigued
Later I found myself lost in the power of the film.  ,1,11,12,later found lost power film
The entire audience applauded at the conclusion of the film.  ,1,10,11,entire audience applauded conclusion film
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,20,22,left theater lilt step joy heart hope human race
Duris has a wholesome appearance and gives a fine performance.  ,1,10,11,duris wholesome appearance gives fine performance
The rest of the cast also play well.  ,1,8,9,rest cast also play well
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1,12,13,cinematography noteworthy including fine views barcelona famed gaudi towers
About ten minutes into this film I started having second thoughts.  ,0,11,12,ten minutes film started second thoughts
About half way through this film I started to dislike it.  ,0,11,12,half way film started dislike
"By the time the film ended, I not only disliked it, I despised it.  ",0,14,17,time film ended disliked despised
What this film lacks is a convincing script.  ,0,8,9,film lacks convincing script
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0,20,21,script looks rough draft written shooting began finished script completed
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0,19,22,things happen characters personalities change plot twists occur real reason script calls
The cast is good.  ,1,4,5,cast good
"For that, it's worth checking out.  ",1,6,9,worth checking
This is probably the most irritating show I have ever seen in my entire life.  ,0,15,16,probably irritating show ever seen entire life
It is indescribably the most annoying and idiotic show I have ever seen.  ,0,13,14,indescribably annoying idiotic show ever seen
Everything about it is just bad.  ,0,6,7,everything bad
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0,21,23,could understand kind idiot would produce mess first place mention several season
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,24,26,script bad bad  contains cheesiness unethical joke normally see rated r nc movie
"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0,16,19,casting also horrible cause see really really bad actors period
Final Word: This Show is a real torture!!  ,0,8,11,final word show real torture
It is zillion times away from reality.  ,0,7,8,zillion times away reality
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0,14,16,watching washing machine twirling around hurt eyes much show
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0,23,29,rating grade z note show bad even mother cast pull daughter show
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0,22,25,th century fox road house quite silly noir implausible unmitigated bore movie
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0,31,34,full unconvincing cardboard characters blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal
From here on the Widmark character turns unintentionally comical!  ,0,9,10,widmark character turns unintentionally comical
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0,14,15,losing marbles early proceedings totally implausible unconvincing
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0,29,31,enough mess movie picture also marred constant use studio sets indoor exteriors
Whatever prompted such a documentary is beyond me!  ,0,8,9,whatever prompted documentary beyond
(very serious spoilers) this movie was a huge disappointment.  ,0,9,12,serious spoilers movie huge disappointment
there are so many problems i dont know where to start.  ,0,11,12,many problems dont know start
the cast was great.  ,1,4,5,cast great
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,15,18,steve martin delivers really funny performance middle aged upper class uptight white guy
add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1,19,20,add betty white jean smart great cast everyone played parts really well
but the movie makes a lot of serious mistakes.  ,0,9,10,movie makes lot serious mistakes
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0,14,16,first enough racial stereotypes racial jokes offend everyone
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0,24,25,movie littered overt racial slurs towards black cast members return whites depicted morons boobs
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0,18,22,putting race card aside lets look major flaw film destroy latifa character
there is no real plot.  ,0,5,6,real plot
i wouldnt see this movie again for free.  ,0,8,9,wouldnt see movie free
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,11,12,steamboat willie amazingly important film cinema history
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1,25,30,second appearance mickey mouse following silent plane crazy earlier year probably famous film mostly ground breaking
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,32,37,yet hear mickey speak tons sound effects music throughout film something take granted huge crowd pleaser
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,20,23,however seeing short years amazed timeless film actually
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,18,24,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1,17,21,clever real crowd pleaser film still ranks among mickey best films even wonderful years
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,21,26,bipolarity ruthless thug one minute ruthless killer next minute luv diaper commercial completely unconvincing
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0,25,28,terribly disappointed film would receive many awards accolades especially far deserving works film
The original Body and Soul (1947) is a masterpiece.  ,1,9,12,original body soul masterpiece
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1,24,33,john garfield ann revere lilli plmer william conrad canada lee filmed one greatest cinematographers ever grace screen james wong howe
I don't think there are any redeeming qualities in this remake.  ,0,11,13,think redeeming qualities remake
This may be the only bad film he ever made.  ,0,10,11,may bad film ever made
So bad...well...it's just bad.  ,0,4,10,bad well bad
"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,19,21,movie solid example bad plot bad idea way
It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0,19,21,shame see good actors like thomerson james make living mess like
I thought it was bad.  ,0,5,6,thought bad
"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,15,18,films terrible credit version watchable
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0,16,21,let start problemsthe acting especially lead professor bad
The script is a big flawed mess.  ,0,7,8,script big flawed mess
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0,31,33,best example dumb writing established turn zombie students back humans removing necklace containing piece meteorite
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,20,26,director paul matthews also wrote directed weak monster movie grim clearly know pace films
The movie is terribly boring in places.  ,0,7,8,movie terribly boring places
The lighting is awful.  ,0,4,5,lighting awful
The film looks cheap and bland.  ,0,6,7,film looks cheap bland
One of the most disappointing aspects is the lack of notable gore.  ,0,12,13,one disappointing aspects lack notable gore
"This convention never worked well in the past, and certainly doesn't work here.  ",0,13,16,convention never worked well past certainly work
The visual effects were AWFUL.  ,0,5,6,visual effects awful
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0,19,21,cg opening sequence space looked like could created microsoft slideshow god sake
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,13,16,explosion gas tanks end awful
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,22,29,okay like consider fair critic give credit credit due creature effects actually pretty cool
"Gotta love those close-ups of slimy, drooling teeth!  ",1,8,11,gotta love close ups slimy drooling teeth
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,21,26,sum film breeders terrible cheaply made horror movie avoided like ebola virus
Not recommended.  ,0,2,3,recommended
Not recommended.  ,0,2,3,recommended
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,18,21,almost unbearable watch screen little charisma terrible comedic timing
"Aside from it's terrible lead, this film has loads of other debits.  ",0,12,15,aside terrible lead film loads debits
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,34,39,understand supposed cheap popcorn comedy mean completely insult intelligence writing incredibly hackneyed borders offensive
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,26,31,lewis black considerable talent wasted incendiary unrestrained pg rating certainly allow
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,30,34,film sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,18,20,originality freshness first movie spent remake little else offer
The budget was evidently very limited.  ,0,6,7,budget evidently limited
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,21,24,reflected cast also par script borrowed much earlier classic
"However, here there was no decent acting, action or location work to balance things up.  ",0,15,18,however decent acting action location work balance things
Filmiing was less expansive.  ,0,4,5,filmiing less expansive
It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,17,18,failed convey broad sweep landscapes great part original
Generally; it just lacked imagination.  ,0,5,7,generally lacked imagination
Is it possible for a movie to get any worse than this?  ,0,12,13,possible movie get worse
There is no plot here to keep you going in the first place.  ,0,13,14,plot keep going first place
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,31,35,even women finally show sign improvement expected things happen time film might far asleep
"Beware: this is not a trashy cult movie, this is trash -period!  ",0,12,15,beware trashy cult movie trash period
I can't believe there's even a sequel to this!  ,0,9,12,believe even sequel
Which is precisely why I am giving it such a bad review!  ,0,12,13,precisely giving bad review
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,28,31,child truly enjoyed show proudly say enjoyed big time even classical wb cartoons
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,20,26,tiny toons kept vibe delivered one popular funny underrated cartoons ever created
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1,21,22,memories murky say enjoyed every single episode product related show
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,19,23,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers
The characters were all funny and had the peculiarity of not having a true lead character.  ,1,16,17,characters funny peculiarity true lead character
Every single character was hilarious and deserved to be called a lead.  ,1,12,13,every single character hilarious deserved called lead
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,21,23,every element story top excessively phony contrived painful sit
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,35,42,lines seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk
Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,16,17,perabo nice energy level obviously comfortable front camera
There is simply no excuse for something this poorly done.  ,0,10,11,simply excuse something poorly done
I saw this movie and I thought this is a stupid movie.  ,0,12,13,saw movie thought stupid movie
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,21,22,even stupid thought idea volcano los angeles
"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,12,14,honest unbelievable nonsense foolish
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,19,21,conclusion bother movie volcano los angeles nothing nonsense
The story line is just awful!  ,0,6,7,story line awful
It's just painful!  ,0,3,5,painful
And the accents are absolutely abysmal!  ,0,6,7,accents absolutely abysmal
There's also enough hypocrisy in this film to make me vomit.  ,0,11,13,also enough hypocrisy film make vomit
Don't waste your time watching this rubbish non-researched film.  ,0,9,11,waste time watching rubbish non researched film
I believe that Pitch Black was done well.  ,1,8,9,believe pitch black done well
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,33,36,characters interesting want find longer movie goes think people surprised make
Go watch it!  ,1,3,4,go watch
Omit watching this.  ,0,3,4,omit watching
VERY funny!  ,1,2,3,funny
My rating: just 3 out of 10.  ,0,7,9,rating
The characters are interesting and you really care for them.  ,1,10,11,characters interesting really care
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,15,17,instant classic great soundtrack catchy song ending credits
Don't miss it.  ,1,3,5,miss
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,71,80,masterful piece film making many themes simmering occasionally boiling warts study poet bohemian self indulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self sacrifice
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,47,52,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,34,39,exquisite visual composition moment inventive elegant use close camera angle lighting including pointillistic faux home movie footage wonder joy behold
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,28,32,continuously beautiful look bertolucci relationships convincing narrative engaging master work
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,17,18,basic premise wasted since sidelined inexplicable focus documentary crew
"Regardless, the film fails on most levels.  ",0,7,9,regardless film fails levels
Avoid at all costs.  ,0,4,5,avoid costs
"I saw this film over Christmas, and what a great film it was!  ",1,13,15,saw film christmas great film
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,15,16,thought errol flynn brilliant custer since become favourite actor
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,13,14,acting alongside olivia de havilland brilliant ending fantastic
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,28,30,always known errol flynn brilliant actor dads favourite actor grew watching films child
But it wasn't until I watched this film that I realised how great he actually was.  ,1,16,18,watched film realised great actually
I'll give this film 10 out of 10!  ,1,8,10,give film
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,22,24,know jim connor energetic nobody could much george well dull
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,19,24,really seem want hosting voice overs monotonous get involved guests
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,27,32,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,35,40,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcock black white low budget original
Nevertheless yet another wonderful film from the great master's stable.  ,1,10,12,nevertheless yet another wonderful film great master stable
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,20,21,say film excellently produced tops ratings typical sci fi film
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,11,12,excellently produced one sci fi best producers scot vandiver
"But it is entertaining, nonetheless.  ",1,5,7,entertaining nonetheless
It's a campy sort of film that's a joy to watch.  ,1,11,14,campy sort film joy watch
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,15,17,barely boring moment film plenty humorous parts
The cast is always entertaining as usual.  ,1,7,8,cast always entertaining usual
"Overall, a delight!  ",1,3,5,overall delight
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,12,15,movie mind bendingly awful even created
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,34,35,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic
The least said about the acting the better.  ,0,8,9,least said acting better
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,20,21,movie excellent job revealing complexity task incredible challenges facing south africa
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,31,32,believe every one see movie think people outside south africa understand past attempted truth reconciliation process
Nothing short of magnificent photography/cinematography in this film.  ,1,8,9,nothing short magnificent photography cinematography film
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,21,27,acting fantastic stories seamlessly woven together dogs splendid must rent view see
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,12,14,afraid subtitles worth little aversion therapy
Excellent performance.  ,1,2,3,excellent performance
There still are good actors around!  ,1,6,7,still good actors around
Also great directing and photography.  ,1,5,6,also great directing photography
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,11,14,true shakespear must shakespear fans
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,33,41,macbeth jason connery moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,33,35,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,13,16,love death decay shakespears lyrics one
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,24,27,witty delightful adaptation dr seuss book brilliantly animated upa finest thoroughly deserving academy award
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,29,31,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,16,19,however paul schrader indeed made film mishima superb complex
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,39,42,also notable john bailey fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppola dracula received well deserved oscar
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,20,26,even allowing poor production values time format kind mini series baaaaaad
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,18,24,unless visually collect extant films austen work skip one
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,23,28,watch however small consolations actresses playing anne sisters wonderful job roles
It is not good.  ,0,4,5,good
"Speaking of the music, it is unbearably predictably and kitchy.  ",0,10,12,speaking music unbearably predictably kitchy
Then the film just dropped the ball.  ,0,7,8,film dropped ball
This is a stunning movie.  ,1,5,6,stunning movie
Raw and sublimely moving.  ,1,4,5,raw sublimely moving
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,37,42,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyone terror white lie escalating monstrous consequences
